ASSEMBLY,TPENG ITEM CODE,QUANTITY,UNIT
L33C,16HWRX260009,2,EA
L33C,16STUS060064,2,FT
L33C,16STUA260014,2,EA
L33C,16CONS050020,3,FT
L33C,16LTGA050059,1,EA
L33C,16CONA050330,1,EA
L33C,16CONF150181,1,EA
L33C,16CONF990203,1,EA
L33D,16LTGH990093,1,EA
L33D,16STUS060064,--,FT
L33D,16STUA260014,2,EA
L33D,16CONS050020,3,FT
L33D,16LTGA050059,1,EA
L33D,16CONA050330,1,EA
L33D,16STUS060056,2,FT
L33D,16HWRX260098,2,EA
L33D,16HLTX990001,2,EA
L33D,16HLTX990003,4,EA
L33D,16CONF150181,1,EA
L33D,16CONF990203,1,EA
L33E,16LTGH990094,1,EA
L33E,16HWRX260009,2,EA
L33E,16STUS060064,2,FT
L33E,16STUA260014,2,EA
L33E,16CONS050020,3,FT
L33E,16LTGA050059,1,EA
L33E,16CONA050330,1,EA
L33E,16CONF150181,1,EA
L33E,16CONF990203,1,EA
L33F,16LTGH990094,1,EA
L33F,16STUS060064,--,FT
L33F,16STUA260014,2,EA
L33F,16CONS050020,3,FT
L33F,16LTGA050059,1,EA
L33F,16CONA050330,1,EA
L33F,16STUS060056,2,FT
L33F,16HWRX260098,2,EA
L33F,16HLTX990001,2,EA
L33F,16HLTX990003,4,EA
L33F,16CONF150181,1,EA
L33F,16CONF990203,1,EA
L33G,16LTGH990092,1,EA
L33G,16STUS060064,"-
2",FT
L33G,16STUA260014,2,EA
L33G,16CONS050020,3,FT
L33G,16LTGA050059,1,EA
L33G,16CONA050330,1,EA
L33G,16CONF150181,1,EA
L33G,16CONF990203,1,EA
L33G,16HWRX260166,2,EA
L33H,16LTGH990093,1,EA
L33H,16STUS060064,"-
2",FT
L33H,16STUA260014,2,EA
L33H,16CONS050020,3,FT
L33H,16LTGA050059,1,EA
L33H,16CONA050330,1,EA
L33H,16CONF150181,1,EA
L33H,16CONF990203,1,EA
L33H,16HWRX260166,2,EA
L33I,16LTGH990094,1,EA
L33I,16STUS060064,"-
2",FT
L33I,16STUA260014,2,EA
L33I,16CONS050020,3,FT
L33I,16LTGA050059,1,EA
L33I,16CONA050330,1,EA
L33I,16CONF150181,1,EA
L33I,16CONF990203,1,EA
L33I,16HWRX260166,2,EA
L34A,16LTGC990095,1,EA
L34A,16STUS060064,4,FT
L34A,16HWRX260009,4,EA
L34A,16HWRX260044,2,EA
L34A,16HWRX260060,2,EA
L34A,16HWRX260069,2,EA
L34A,16HWRX260006,2,EA
L34A,16CONS050020,2,FT
L34A,16STUA260014,2,EA
L34B,16LTGC990095,1,EA
L34B,16HWRX260044,2,EA
L34B,16HWRX260060,2,EA
L34B,16HWRX260069,2,EA
L34B,16HWRX260006,2,EA
L34B,16CONS050020,2,FT
L34B,16STUS060056,4,FT
L34B,16HWRX260098,4,EA
L34B,16HLTX990001,4,EA
L34B,16HLTX990003,4,EA
L34B,16STUA260014,2,EA
L34C,16LTGC990096,1,EA
L34C,16STUS060064,4,FT
L34C,16HWRX260009,4,EA
L34C,16HWRX260044,2,EA
L34C,16HWRX260060,2,EA
L34C,16HWRX260069,2,EA
L34C,16HWRX260006,2,EA
L34C,16CONS050020,2,FT
L34C,16STUA260014,2,EA
L34D,16LTGC990096,1,EA
L34D,16HWRX260044,2,EA
L34D,16HWRX260060,2,EA
L34D,16HWRX260069,2,EA
L34D,16HWRX260006,2,EA
L34D,16CONS050020,2,FT
L34D,16STUS060056,4,FT
L34D,16HWRX260098,4,EA
L34D,16HLTX990001,4,EA
L34D,16HLTX990003,4,EA
L34D,16STUA260014,2,EA
L34E,16LTGC990097,1,EA
L34E,16STUS060064,4,FT
L34E,16HWRX260009,4,EA
L34E,16HWRX260044,2,EA
L34E,16HWRX260060,2,EA
L34E,16HWRX260069,2,EA
L34E,16HWRX260006,2,EA
L34E,16CONS050020,2,FT
L34E,16STUA260014,2,EA
L34F,16LTGC990097,1,EA
L34F,16HWRX260044,2,EA
L34F,16HWRX260060,2,EA
L34F,16HWRX260069,2,EA
L34F,16HWRX260006,2,EA
L34F,16CONS050020,2,FT
L34F,16STUS060056,4,FT
L34F,16HWRX260098,4,EA
L34F,16HLTX990001,4,EA
L34F,16HLTX990003,4,EA
L34F,16STUA260014,2,EA
L34G,16LTGC990095,1,EA
L34G,16STUS060064,2,FT
L34G,16CONS050020,2,FT
L34G,16HWRX260166,3,EA
L34G,16STUA260014,2,EA
L34H,16LTGC990096,1,EA
L34H,16STUS060064,2,FT
L34H,16HWRX260009,--,EA
L34H,16HWRX260044,--,EA
L34H,16HWRX260060,--,EA
L34H,16HWRX260069,--,EA
L34H,16HWRX260006,--,EA
L34H,16CONS050020,2,FT
L34H,16STUS060056,--,FT
L34H,16HWRX260098,--,EA
L34H,16HLTX990001,--,EA
L34H,16HLTX990003,--,EA
L34H,16HWRX260166,3,EA
L34H,16STUA260014,2,EA
L34I,16LTGC990097,1,EA
L34I,16STUS060064,2,FT
L34I,16CONS050020,2,FT
L34I,16HWRX260166,3,EA
L34I,16STUA260014,2,EA
L36A,16LTGF990089,1,EA
L36A,16LTGB990008,1,EA
L36A,16LTGB990007,1,EA
L36A,16STUS060003,2,FT
L36A,16HWRX260088,4,EA
L36A,16HWRX260002,4,EA
L36A,16HWRX260081,4,EA
L36A,16HWRX260012,4,EA
L36A,16CONS110011,3,FT
L36A,16CONF110171,2,EA
L36A,16CONF050331,1,EA
L36A,16HWRX260009,4,EA
L36A,16STUA120068,1,EA
L36A,16STUA120069,1,EA
L36B,16LTGF990089,1,EA
L36B,16LTGB990008,1,EA
L36B,16LTGB990007,1,EA
L36B,16HWRX260088,4,EA
L36B,16HWRX260002,4,EA
L36B,16HWRX260081,4,EA
L36B,16HWRX260012,4,EA
L36B,16CONS110011,3,FT
L36B,16CONF110171,2,EA
L36B,16CONF050331,1,EA
L36B,16STUS060056,2,FT
L36B,16HWRX260098,4,EA
L36B,16HLTX990001,4,EA
L36B,16HLTX990003,4,EA
L36B,16STUA120068,1,EA
L36B,16STUA120069,1,EA
L36C,16LTGF990090,1,EA
L36C,16LTGB990008,1,EA
L36C,16LTGB990007,1,EA
L36C,16STUS060003,2,FT
L36C,16HWRX260088,4,EA
L36C,16HWRX260002,4,EA
L36C,16HWRX260081,4,EA
L36C,16HWRX260012,4,EA
L36C,16CONS110011,3,FT
L36C,16CONF110171,2,EA
L36C,16CONF050331,1,EA
L36C,16HWRX260009,4,EA
L36C,16STUA120068,1,EA
L36C,16STUA120069,1,EA
L36D,16LTGF990090,1,EA
L36D,16LTGB990008,1,EA
L36D,16LTGB990007,1,EA
L36D,16HWRX260088,4,EA
L36D,16HWRX260002,4,EA
L36D,16HWRX260081,4,EA
L36D,16HWRX260012,4,EA
L36D,16CONS110011,3,FT
L36D,16CONF110171,22,EA
L36D,16CONF050331,1,EA
L36D,16STUS060056,2,FT
L36D,16HWRX260098,4,EA
L36D,16HLTX990001,4,EA
L36D,16HLTX990003,4,EA
L36D,16STUA120068,1,EA
L36D,16STUA120069,1,EA
L36E,16LTGF990091,1,EA
L36E,16LTGB990008,1,EA
L36E,16LTGB990007,1,EA
L36E,16STUS060003,2,FT
L36E,16HWRX260088,4,EA
L36E,16HWRX260002,4,EA
L36E,16HWRX260081,4,EA
L36E,16HWRX260012,4,EA
L36E,16CONS110011,3,FT
L36E,16CONF110171,22,EA
L36E,16CONF050331,1,EA
L36E,16HWRX260009,4,EA
L36E,16STUA120068,1,EA
L36E,16STUA120069,1,EA
L36F,16LTGF990091,1,EA
L36F,16LTGB990008,1,EA
L36F,16LTGB990007,1,EA
L36F,16HWRX260088,4,EA
L36F,16HWRX260002,4,EA
L36F,16HWRX260081,4,EA
L36F,16HWRX260012,4,EA
L36F,16CONS110011,3,FT
L36F,16CONF110171,22,EA
L36F,16CONF050331,1,EA
L36F,16STUS060056,2,FT
L36F,16HWRX260098,4,EA
L36F,16HLTX990001,4,EA
L36F,16HLTX990003,4,EA
L36F,16STUA120068,1,EA
L36F,16STUA120069,1,EA
L36G,16LTGF990089,1,EA
L36G,16LTGB990008,1,EA
L36G,16LTGB990007,1,EA
L36G,16STUS060003,2,FT
L36G,16HWRX260088,4,EA
L36G,16HWRX260002,4,EA
L36G,16HWRX260081,4,EA
L36G,16HWRX260012,4,EA
L36G,16CONS110011,3,FT
L36G,16CONF110171,2,EA
L36G,16CONF050331,1,EA
L36G,16HWRX260166,4,EA
L36G,16STUA260014,1,EA
L36H,16LTGF990090,1,EA
L36H,16LTGB990008,1,EA
L36H,16LTGB990007,1,EA
L36H,16STUS060003,2,FT
L36H,16HWRX260088,4,EA
L36H,16HWRX260002,4,EA
L36H,16HWRX260081,4,EA
L36H,16HWRX260012,4,EA
L36H,16CONS110011,3,FT
L36H,16CONF110171,2,EA
L36H,16CONF050331,1,EA
L36H,16HWRX260166,4,EA
L36H,16STUA260014,1,EA
L36I,16LTGF990091,1,EA
L36I,16LTGB990008,1,EA
L36I,16LTGB990007,1,EA
L36I,16STUS060003,2,FT
L36I,16HWRX260088,4,EA
L36I,16HWRX260002,4,EA
L36I,16HWRX260081,4,EA
L36I,16HWRX260012,4,EA
L36I,16CONS110011,3,FT
L36I,16CONF110171,2,EA
L36I,16CONF050331,1,EA
L36I,16HWRX260166,4,EA
L36I,16STUA260014,1,EA
L37A,16LTGF990089,1,EA
L37A,16LTGB990008,1,EA
L37A,16CONF150187,1,EA
L37A,16CONF990201,1,EA
L37A,16CONF140143,2,EA
L37A,16STUS060003,3,FT
L37A,16STUA260048,2,EA
L37A,16CONS050023,10,FT
L37A,16SPTS060009,2,FT
L37A,16HWRX260122,2,EA
L37A,16HWRX260061,4,EA
L37A,16HWRX260050,4,EA
L37B,16LTGF990090,1,EA
L37B,16LTGB990008,1,EA
L37B,16CONF150187,1,EA
L37B,16CONF990201,1,EA
L37B,16CONF140143,2,EA
L37B,16STUS060003,3,FT
L37B,16STUA260048,2,EA
L37B,16CONS050023,10,FT
L37B,16SPTS060009,2,FT
L37B,16HWRX260122,2,EA
L37B,16HWRX260061,4,EA
L37B,16HWRX260050,4,EA
L37C,16LTGF990091,1,EA
L37C,16LTGB990008,1,EA
L37C,16CONF150187,1,EA
L37C,16CONF990201,1,EA
L37C,16CONF140143,2,EA
L37C,16STUS060003,3,FT
L37C,16STUA260048,2,EA
L37C,16CONS050023,10,FT
L37C,16SPTS060009,2,FT
L37C,16HWRX260122,2,EA
L37C,16HWRX260061,4,EA
L37C,16HWRX260050,4,EA
L42A,LTGF990089,2,EA
L42A,CONS050021,10,FT
L42A,CONF070389,4,EA
L42A,CONS070013,*,FT
L42A,LTGP990132,1,EA
L42A,LTGB990008,2,EA
L42A,CONF990046,3,EA
L42A,SPTS100016,*,FT
L42A,HWRX260171,1,EA
L42A,HWRX260173,2,EA
L42A,HWRX260172,*,EA
L42A,CONF990199,1,EA
L42A,LTGA990025,1,EA
L42A,GRNF030147,1,EA
L42A,JBXX990029,1,EA
L42A,CONF990213,1,EA
L42B,LTGF990090,2,EA
L42B,CONS050021,10,FT
L42B,CONF070389,4,EA
L42B,CONS070013,*,FT
L42B,LTGP990132,1,EA
L42B,LTGB990008,2,EA
L42B,CONF990046,3,EA
L42B,SPTS100016,*,FT
L42B,HWRX260171,1,EA
L42B,HWRX260173,2,EA
L42B,HWRX260172,*,EA
L42B,CONF990199,1,EA
L42B,LTGA990025,1,EA
L42B,GRNF030147,1,EA
L42B,JBXX990029,1,EA
L42B,CONF990213,1,EA
L42C,LTGF990091,2,EA
L42C,CONS050021,10,FT
L42C,CONF070389,4,EA
L42C,CONS070013,*,FT
L42C,LTGP990132,1,EA
L42C,LTGB990008,2,EA
L42C,CONF990046,3,EA
L42C,SPTS100016,*,FT
L42C,HWRX260171,1,EA
L42C,HWRX260173,2,EA
L42C,HWRX260172,*,EA
L42C,CONF990199,1,EA
L42C,LTGA990025,1,EA
L42C,GRNF030147,1,EA
L42C,JBXX990029,1,EA
L42C,CONF990213,1,EA
L47A,LTGB990114,1,EA
L47A,HWRX260009,4,EA
L47A,STUS060064,4,FT
L47A,STUA260014,4,EA
L47A,CONS050020,5,FT
L47A,CONF150181,1,EA
L47A,CONF990203,1,EA
L47A,CONF990045,2,EA
L47B,LTGB990115,1,EA
L47B,HWRX260009,4,EA
L47B,STUS060064,4,FT
L47B,STUA260014,4,EA
L47B,CONS050020,5,FT
L47B,CONF150181,1,EA
L47B,CONF990203,1,EA
L47B,CONF990045,2,EA
L47C,LTGB990116,1,EA
L47C,HWRX260009,4,EA
L47C,STUS060064,4,FT
L47C,STUA260014,4,EA
L47C,CONS050020,5,FT
L47C,CONF150181,1,EA
L47C,CONF990203,1,EA
L47C,CONF990045,2,EA
L47D,LTGB990114,1,EA
L47D,STUA260014,4,EA
L47D,CONS050020,5,FT
L47D,STUS060056,4,FT
L47D,HWRX260098,4,EA
L47D,HLTX990001,4,EA
L47D,HLTX990003,4,EA
L47D,CONF150181,1,EA
L47D,CONF990203,1,EA
L47D,CONF990045,2,EA
L47E,LTGB990115,1,EA
L47E,STUA260014,4,EA
L47E,CONS050020,5,FT
L47E,STUS060056,4,FT
L47E,HWRX260098,4,EA
L47E,HLTX990001,4,EA
L47E,HLTX990003,4,EA
L47E,CONF150181,1,EA
L47E,CONF990203,1,EA
L47E,CONF990045,2,EA
L47F,LTGB990116,1,EA
L47F,STUA260014,4,EA
L47F,CONS050020,5,FT
L47F,STUS060056,4,FT
L47F,HWRX260098,4,EA
L47F,HLTX990001,4,EA
L47F,HLTX990003,4,EA
L47F,CONF150181,1,EA
L47F,CONF990203,1,EA
L47F,CONF990045,2,EA
L47G,LTGB990114,1,EA
L47G,STUS060064,4,FT
L47G,STUA260014,4,EA
L47G,CONS050020,5,FT
L47G,CONF150181,1,EA
L47G,CONF990203,1,EA
L47G,HWRX260166,4,EA
L47G,CONF990045,2,EA
L47H,LTGB990115,1,EA
L47H,STUS060064,4,FT
L47H,STUA260014,4,EA
L47H,CONS050020,5,FT
L47H,CONF150181,1,EA
L47H,CONF990203,1,EA
L47H,HWRX260166,4,EA
L47H,CONF990045,2,EA
L47I,LTGB990116,1,EA
L47I,STUS060064,4,FT
L47I,STUA260014,4,EA
L47I,CONS050020,5,FT
L47I,CONF150181,1,EA
L47I,CONF990203,1,EA
L47I,HWRX260166,4,EA
L47I,CONF990045,2,EA
L48,6LTGP990026,1,EA
L48,6LGTP010024,1,EA
L48,CONF990046,1,EA
L48,CONS070013,*,FT
L48,CONF990213,1,EA
L48,CONF990199,1,EA
L48,SPTS100016,*,FT
L48,HWRX260171,1,EA
L48,GRNF030147,1,EA
L48,JBXX990029,1,EA
L48,HWRX260172,*,EA
L48,HWRX260173,2,EA
L50,16LTGR990106,1,EA
L50,16CONF990203,1,EA
L50,16CONF990216,1,EA
L50,16SPTS060012,1,EA
L50,16HWRX260083,2,EA
L50,16HWRX260061,2,EA
L50,16HWRX260082,2,EA
L50,16HWRX260050,2,EA
L50,16CONF150185,1,EA
L50,16CONS050020,4,FT
L50,16CONF260039,1,EA
L50,16CONF140138,3,EA
L50,16HWRX260043,3,EA
L50,16HWRX260060,3,EA
L50,16HWRX260069,3,EA
L50,16HWRX260049,3,EA
L52A,16LTGH990129,1,EA
L52A,16CONF150181,1,EA
L52A,16CONF990203,1,EA
L52A,16STUS060064,2,FT
L52A,16STUA260014,2,EA
L52A,16HWRX260166,2,EA
L52A,16CONS050020,3,FT
L52A,16CONF990216,1,EA
L52B,16LTGH990130,1,EA
L52B,16CONF150181,1,EA
L52B,16CONF990203,1,EA
L52B,16STUS060064,2,FT
L52B,16STUA260014,2,EA
L52B,16HWRX260166,2,EA
L52B,16CONS050020,3,FT
L52B,16CONF990216,1,EA
L52C,16LTGH990131,1,EA
L52C,16CONF150181,1,EA
L52C,16CONF990203,1,EA
L52C,16STUS060064,2,FT
L52C,16STUA260014,2,EA
L52C,16HWRX260166,2,EA
L52C,16CONS050020,3,FT
L52C,16CONF990216,1,EA
L52D,16LTGH990129,1,EA
L52D,16CONF150181,1,EA
L52D,16CONF990203,1,EA
L52D,16STUS060064,2,FT
L52D,16STUA260014,2,EA
L52D,16CONS050020,3,FT
L52D,16HWRX260009,2,EA
L52D,16CONF990216,1,EA
L52E,16LTGH990130,1,EA
L52E,16CONF150181,1,EA
L52E,16CONF990203,1,EA
L52E,16STUS060064,2,FT
L52E,16STUA260014,2,EA
L52E,16CONS050020,3,FT
L52E,16HWRX260009,2,EA
L52E,16CONF990216,1,EA
L52F,16LTGH990131,1,EA
L52F,16CONF150181,1,EA
L52F,16CONF990203,1,EA
L52F,16STUS060064,2,FT
L52F,16STUA260014,2,EA
L52F,16CONS050020,3,FT
L52F,16HWRX260009,2,EA
L52F,16CONF990216,1,EA
L54A,TGO990073,1,EA
L54B,TGO990002,1,EA
L54C,TGP050076,1,EA
L54D,TGP050075,1,EA
L54E,TGO990074,1,EA
L54F,TGO990125,1,EA
L54G,TGP990126,1,EA
L54H,TGP990127,1,EA
L54I,TGP990128,1,EA
L54J,TGO990107,1,EA
L56A,ONS050021,"7'-0""",EA
L56A,TUA080017,2,EA
L56A,TUS060003,"3'-0""",EA
L56A,PTS060004,1,EA
L56A,BLL180010,*,EA
L56A,BLL180012,*,EA
L56A,BLL180011,*,EA
L56A,ONF150183,1,EA
L56A,TGO990125,1,EA
L56B,ONS050021,"7'-0""",EA
L56B,TUA080017,2,EA
L56B,TUS060003,"3'-0""",EA
L56B,PTS060004,1,EA
L56B,BLL180010,*,EA
L56B,BLL180012,*,EA
L56B,BLL180011,*,EA
L56B,ONF150183,1,EA
L56B,TGO990073,1,FT
L57A,16STUS060064,15,FT
L57A,16HWRX260135,8,EA
L57A,16HWRX260061,8,EA
L57A,16HWRX260082,8,EA
L57A,16HWRX260004,8,EA
L57A,16HWRX260166,8,EA
L57B,16STUS060064,15,FT
L57B,16HWRX260135,4,EA
L57B,16HWRX260061,4,EA
L57B,16HWRX260082,4,EA
L57B,16HWRX260004,4,EA
L57B,16HWRX260166,4,EA
L57C,16STUS060064,15,FT
L57C,16HWRX260135,8,EA
L57C,16HWRX260061,8,EA
L57C,16HWRX260082,8,EA
L57C,16HWRX260004,8,EA
L57C,16HWRX260009,8,EA
L58A,16STUS060064,15,FT
L58A,16HWRX260135,8,EA
L58A,16HWRX260061,8,EA
L58A,16HWRX260082,8,EA
L58A,16HWRX260004,8,EA
L58A,16HWRX260166,8,EA
L58B,16STUS060064,15,FT
L58B,16HWRX260135,4,EA
L58B,16HWRX260061,4,EA
L58B,16HWRX260082,4,EA
L58B,16HWRX260004,4,EA
L58B,16HWRX260166,4,EA
L58C,16STUS060064,15,FT
L58C,16HWRX260135,8,EA
L58C,16HWRX260061,8,EA
L58C,16HWRX260082,8,EA
L58C,16HWRX260004,8,EA
L58C,16HWRX260009,8,EA
L59A,16STUS060056,15,FT
L59A,16HWRX260135,4,EA
L59A,16HWRX260061,4,EA
L59A,16HWRX260082,4,EA
L59A,16HWRX260004,8,EA
L59A,16HWRX260083,4,EA
L59A,16STUS060064,4,FT
L59A,16HWRX260166,4,EA
L59A,16HWRX260009,4,EA
L59B,16HWRX260061,"-
2",EA
L59B,16HWRX260082,"-
2",EA
L59B,16CONF990203,1,EA
L59B,16CONF990216,1,EA
L59B,16SPTS060012,1,EA
L59B,16HWRX260083,2,EA
L59B,16HWRX260050,2,EA
L59B,16CONF150185,1,EA
L59B,16CONS050020,4,FT
L59B,16CONF260039,1,EA
L59B,16CONF140138,3,EA
L59B,16HWRX260043,3,EA
L59B,16HWRX260060,3,EA
L59B,16HWRX260069,3,EA
L59B,16HWRX260049,3,EA
L59C,16STUS060056,15,FT
L59C,16HWRX260135,4,EA
L59C,16HWRX260061,4,EA
L59C,16HWRX260082,4,EA
L59C,16HWRX260004,4,EA
L59C,16HWRX260009,4,EA
L60A,16STUS060064,30,FT
L60A,16HWRX260135,16,EA
L60A,16HWRX260061,16,EA
L60A,16HWRX260082,16,EA
L60A,16HWRX260004,16,EA
L60A,16HWRX260009,8,EA
